id1,id2,class
72492,205223,d
559490,1348196,d
661915,993021,d
886756,959879,d
822365,1046630,d
98487,470875,d
656029,1366752,s
993175,376053,d
559243,157289,d
476719,1041049,d
1366765,944704,s
822264,143402,d
958863,476742,d
555651,731726,d
418317,390155,d
992814,1089623,d
1374887,399347,d
1059020,1288286,d
1366708,1292593,s
1089828,1089877,s
672007,219511,d
519469,714060,d
357913,970720,d
488088,1313716,d
160230,497016,d
1059291,992619,d
1374904,1059368,s
662845,1374741,d
1059043,661964,d
788835,1366798,d
1004108,1088050,d
376117,1319253,d
671808,1005860,d
1314024,646129,d
1287923,424888,s
982798,1002926,s
663046,1318927,d
633759,1348226,d
1125273,602624,d
566853,1124185,d
293610,412467,s
1240101,1287753,d
97316,293133,d
1116303,1213901,d
1357876,519414,d
241822,1366441,d
376045,374313,s
827872,1268467,d
656013,1087789,d
557216,157305,d
120754,1298981,s
731719,160169,d
828276,1298432,d
662640,992615,d
982764,1288023,s
714023,982701,s
827858,662304,d
1374265,1299228,d
566808,399340,d
1089444,519407,d
1116068,827876,d
1089456,662341,d
1124277,311457,d
219475,221801,d
822328,324595,d
1195634,959403,d
959324,959446,d
72416,160381,d
662919,1374417,s
1299047,662789,s
1059563,662735,s
1374843,1374544,d
122859,602624,d
1089357,519418,d
982652,1047067,s
1366768,1124472,d
417627,828659,d
788388,828317,d
959113,210597,s
662159,731878,d
1118630,1087795,s
663094,993088,s
1292626,1374530,d
968758,560479,d
821852,1288136,d
1124379,959266,d
1040717,592765,d
1058439,1374880,d
1108383,819388,d
556388,1124215,d
788708,715616,d
1302684,424886,d
491070,602679,d
1298645,822139,d
1285980,828451,d
1125457,716410,d
1288255,1348250,d
968729,1124361,d
958888,959616,s
816454,1348206,d
1124450,714966,d
1059300,97449,d
1125245,120781,d
958986,822246,d
1241414,1385268,d
509789,959725,d
1124433,481348,d
1089380,1318920,d
959291,497186,d
1125063,1125343,d
1089461,1116000,d
1366391,1002842,s
1348258,816527,s
789135,1087776,d
822036,1353741,d
1118977,1287959,s
591359,1089533,d
1366528,982854,d
619258,453773,d
714015,714092,s
500849,698931,d
662836,180610,s
698928,1089700,d
662101,1124562,d
1059088,958716,d
593331,1125175,d
157295,265479,d
1319154,1002927,d
662754,1089339,d
939128,887149,d
500776,732162,d
1374376,1319165,d
139625,822427,d
593461,357880,d
1389236,958628,d
804640,1287990,d
160235,1058396,d
662169,958746,d
1090021,1299007,d
384859,133855,d
592763,1351856,d
476718,1309946,d
828309,222824,d
789586,789414,d
944690,1288211,s
1299068,384490,d
480150,662427,d
509761,1119051,d
649398,593338,d
992654,1124551,d
788033,1116053,d
1124884,556352,d
662702,822507,d
617623,649568,d
1089469,1090052,d
1309943,1125343,d
1108465,1059014,d
1124768,992460,d
1041116,593387,d
661999,656050,d
1118983,324607,d
938984,938935,d
731817,97723,d
497193,602667,d
633814,1319019,d
1108413,662721,d
992596,960167,d
992761,1124224,d
1116035,828686,d
822286,714130,d
1299192,1124247,d
932728,662294,s
1046555,1121281,d
602460,1087810,d
1017598,828451,s
602621,230112,d
1366796,1004101,d
992398,497694,d
1195605,970639,d
714126,1366449,s
959114,448623,d
731115,656045,d
453773,1298965,d
1125090,819404,d
1363597,556082,d
601007,1240509,d
887037,1125495,d
97224,602526,d
1288140,1366744,s
1313929,1319316,d
1348284,1348164,d
662157,662482,d
822215,1046581,d
982637,655849,s
1125618,1124613,s
1268491,1366481,d
1040827,646120,d
1141601,828160,s
816441,1089324,d
671958,1318840,d
1374720,970682,d
1287952,406814,d
1298518,1090088,d
1366572,1002887,s
1288029,816485,s
733053,992511,d
357882,716469,d
993083,1059571,d
169935,1089840,d
1348280,1348272,s
422229,120694,d
1348323,816459,s
663246,488086,d
1087021,1089599,s
497185,968799,s
1002872,1366820,s
958989,959470,s
558828,1125107,d
492952,982653,d
593593,593620,s
1389239,123386,d
566847,789159,d
559325,1319240,d
471909,227189,d
234014,662117,d
671988,1374798,d
1118496,1002918,s
819404,293533,d
662755,1108339,s
1298965,1058466,d
662675,602633,d
388093,1195300,d
224672,1090088,d
121244,555646,d
1046335,939269,d
1319046,1059184,d
816459,1287803,s
1124350,662979,s
992569,968728,d
1366619,1366637,s
828323,789387,d
449871,828811,d
123396,655967,d
662950,1058351,d
966552,1046626,d
1366813,376096,d
482457,602678,d
992491,1059290,d
1125287,698927,s
1090072,1124851,d
157556,1366502,d
1125291,662053,s
424890,357915,d
1108450,716474,d
311452,1319015,d
1287836,1366809,d
1119032,816471,s
410997,822121,d
501089,662272,d
556087,602635,d
1125346,1366832,d
1124416,1002738,d
157633,731248,d
732149,1046555,d
653025,1263179,d
1374808,299932,d
1124790,311456,s
1298913,714101,d
1124434,1003960,d
1319108,671936,d
1288225,1119034,s
662083,1124872,d
982674,1288167,s
959632,959835,s
1125284,1004244,d
1298651,821848,d
392968,816451,d
1058610,822250,d
649357,197428,d
993189,968776,d
324616,178170,d
1059452,992736,s
968767,959020,d
968725,662877,d
828985,1313824,d
160377,982793,d
1287958,234035,d
1319220,959641,d
982876,1288151,d
1058813,1089674,d
1287924,655917,s
662343,1298494,s
1287774,982744,d
822503,663182,s
1348271,982916,s
819538,968816,d
662398,1298785,s
1288989,1059598,d
887143,968764,d
1366551,1087819,s
423292,959253,d
388133,821903,d
992593,958668,d
1125700,661865,d
1107656,98092,d
992766,662828,d
357917,329971,d
821831,120016,s
509820,1058976,d
15745,17823,s
1366683,1366687,s
662707,661828,s
947931,655943,d
958991,662245,d
819531,561896,d
1366535,1366517,s
662547,1059295,s
731904,100207,d
1089732,1002904,d
376148,1363570,d
1319112,602497,d
959321,992619,d
733091,1046551,d
1124992,1125688,s
396656,982742,d
593611,593586,d
1384046,662583,d
958813,958880,s
393004,1041103,d
600945,1125484,d
1366591,982618,s
655984,1002903,s
1059412,1058753,d
1121271,944700,d
993137,453767,d
205141,1383370,d
663231,992736,d
1298424,1195575,s
593469,822160,d
396642,789415,d
944702,1348246,d
656073,1299093,d
828053,993184,d
394571,97637,d
1046572,816460,s
1114916,497168,d
1059411,1125573,s
1298665,357897,d
662962,1058636,d
982784,1287815,s
828298,828128,d
1089999,556360,d
1040749,1125023,s
1089971,1087810,d
1348341,982896,d
828696,662629,d
1366651,816460,s
1287870,491059,s
1058728,478314,d
788370,1319002,d
828523,1288177,d
1348208,355125,d
1202970,663128,d
646308,1313716,d
1298624,992452,d
661884,1125125,d
1058452,1317561,d
827961,1319367,s
1287916,816483,d
669992,944700,d
488038,1411505,d
1124319,959900,d
1059354,655948,d
1366686,384844,d
662328,120105,s
662967,662655,s
992841,1299225,s
816553,714071,d
1374395,1058900,d
593562,1087759,d
500811,1001484,d
568886,992864,d
17943,731927,s
647824,656026,d
1125353,120077,s
985716,1058757,d
1116044,828279,d
1107794,1159097,d
120245,970716,d
966564,958831,d
1059644,1059522,d
1058945,958949,s
1287902,1002739,s
1130267,1318880,d
982834,1366501,s
821900,1114936,d
662485,655995,d
364741,960074,d
662556,662515,d
868186,1238746,d
593342,591354,d
1059455,992710,d
1298994,593773,d
662407,662594,s
1089669,1298517,d
1118976,1288211,s
72486,1059389,d
1124776,424887,d
868085,1058792,d
1125202,1124764,s
731170,478009,d
1125702,960041,d
1017573,828459,s
868183,1348258,d
205183,15824,d
1195633,593363,s
1374394,509697,d
1412708,593627,d
1374500,992815,d
1004232,1059152,d
698914,1125736,d
959565,1374880,d
789769,1363558,d
160368,966551,d
1366380,714093,d
959425,992747,d
98077,671823,d
939047,731672,d
1288006,1288553,s
1348159,655931,d
1002861,1090026,d
1366527,1288180,s
714080,655965,s
959341,97600,d
500923,1298894,s
1089424,1086920,d
125602,1089909,d
731821,482036,d
1319321,1366767,d
646346,264059,d
559255,97349,d
1366868,1348299,s
1089892,960022,d
1004222,992542,d
330061,731159,d
959123,1374278,d
1124187,816465,d
1125246,958871,s
1374439,1298964,d
1318840,663174,d
1202978,1089913,d
593498,959576,s
1124469,661855,d
662360,1059292,d
944702,816435,s
663267,224737,d
210608,633819,d
1298699,960038,s
828482,958754,d
445174,602503,d
982786,944703,s
658840,959112,d
1374566,1119014,d
448834,1116265,d
714003,1366870,s
1058934,593381,d
1125539,224666,d
662414,663255,d
601005,559485,d
376110,828550,d
1017602,828676,s
72456,656061,d
593392,180630,d
97841,828337,d
17923,97818,d
1366856,1299036,d
1059508,1298646,s
1124073,993179,d
593342,1090075,d
1089269,982623,d
634246,1141459,d
1089782,993113,d
1059301,828692,d
992731,1089270,d
72479,601102,d
1124974,959021,d
1366696,982666,s
476781,556442,d
662491,1089892,s
97926,560519,d
1299191,822535,d
939190,662782,d
1059533,1268479,d
1299068,1319358,d
1238338,822354,d
1366410,789464,d
1089919,1195583,d
788897,960112,d
716471,663182,d
982762,1002843,s
982793,1046551,s
480196,828611,d
1124199,1124063,d
1090065,291145,d
1383379,160183,d
970794,1295526,d
653007,234022,d
1366592,1366672,s
1124491,1124647,s
1004133,982722,d
992453,1319122,d
602689,783979,d
789511,265748,d
98202,602472,d
1059278,1124930,s
618286,325889,d
636573,1040755,d
732171,1202949,d
1288185,1288117,s
1087073,822235,d
663194,982751,d
1040831,887033,d
959656,1125608,d
1288030,1287916,s
663232,655975,d
383037,488169,d
1046578,656013,s
380227,120014,d
509838,1366735,d
982856,1260713,d
1238752,500756,d
939099,1041165,d
662158,1125278,d
787755,471941,d
982804,982661,d
1318995,1046724,d
646327,1041247,d
1124807,662951,s
1326192,734128,d
215530,698837,d
663084,992789,d
329960,618295,d
1002927,1002909,s
376056,393054,d
125609,733062,d
384859,1288012,d
1366848,1348328,s
789540,662453,d
1238325,1351857,s
593425,593456,s
241832,663224,s
160250,828012,d
592802,72616,d
593444,1087058,d
1059108,822286,d
992570,992713,d
993195,661962,d
819382,1124453,d
617510,868083,d
1002842,1288185,s
662131,1059154,s
1374778,822462,d
793217,992824,d
1089627,1058930,d
662964,959622,d
939095,1366871,d
480132,488777,d
662519,712523,d
655981,1002738,s
1366724,1046539,s
179730,1118992,s
1118997,663203,s
992567,1059322,d
500887,944719,d
97221,1125643,d
396642,596102,d
939121,663130,d
1059303,944691,d
788037,655995,d
1089410,662665,d
1221960,1001468,d
1298819,592802,s
617606,392900,d
1288233,1366648,s
1040994,1319365,d
982752,982725,s
1366862,1374275,d
593453,1119008,d
1059356,1125103,d
1288219,655943,s
618325,712561,d
374203,558820,d
789128,1159125,d
97902,662373,d
285074,1116160,d
828009,1287768,d
1366395,1366547,d
828136,471912,d
362397,788741,d
1298653,1125665,s
1326373,376055,d
1046567,383031,d
716464,958626,d
1366483,655908,s
662768,500941,d
944704,714110,s
1046332,476604,d
593659,374810,s
1348315,656055,d
139683,992440,d
959364,393037,d
959938,293614,d
662445,819472,d
1089410,959635,s
662344,662852,d
828975,383065,d
959851,1313969,d
1124598,1299207,s
568886,1238333,d
662109,72425,d
959257,1348252,d
476791,1353785,d
1124875,1058499,d
662402,959937,d
1319039,788791,d
601117,1366804,d
1366602,655956,s
1124814,662177,s
655909,1046537,d
822053,1319219,d
958770,958949,s
1319256,120095,d
1124113,120103,d
1348085,655960,d
1374809,1366802,d
559214,1043806,d
662665,662444,d
617501,828176,d
556049,1389248,d
488100,958992,d
828979,1287985,d
1059503,1124418,d
655921,1366851,s
1125302,160280,d
992595,1058814,d
970739,1314001,d
789486,1102105,d
662168,661856,s
1124481,958739,d
509778,566788,d
992567,959472,s
1313710,602552,d
1117080,493726,d
959752,982828,d
1298840,1298781,s
655341,788736,d
1087814,655973,s
1299159,968799,d
1287926,1348354,s
1292629,656063,d
655863,655878,d
1348291,471947,d
1116264,938983,d
827975,828670,d
1353812,1288221,d
816432,1121270,d
1124639,1292603,d
1221952,1017625,d
98502,285074,d
982802,1366730,s
1087774,1288195,s
72553,992904,d
1287969,1366450,s
1238590,1058805,d
731223,1058382,d
1366378,1088087,s
734085,992876,d
1059048,1374306,s
958832,383031,d
384462,97247,d
828227,828964,s
1046598,655882,s
481314,1366616,d
663003,662848,d
1366490,1288086,s
1288037,401054,d
958721,1040729,d
617656,97358,d
446057,649383,d
406814,1125055,d
413920,944670,d
330016,828550,d
418363,98117,d
959003,1059093,s
1374905,959577,s
661933,1089700,s
230093,160306,d
1299002,816566,d
1124125,1124419,s
1116029,17959,d
714035,1366771,s
1058682,1046626,d
97949,819572,d
1119051,1366867,s
413924,959868,d
160168,133882,d
992839,1119010,d
788834,224678,d
783998,1003932,d
671960,1087048,d
1040808,1288076,d
959712,1319308,d
1326334,399338,d
1299234,716540,d
413923,471951,d
1374513,1090028,d
488065,1240109,d
478312,822063,d
662216,1374226,d
1058839,593643,s
960034,357919,d
1125416,560541,d
324598,1058787,d
992835,497186,d
662525,662617,d
1313922,1313804,d
1298927,944670,d
357880,982891,d
160178,1292606,d
646362,828660,d
157316,1363558,d
714968,959556,d
1124727,1202977,d
992449,1059089,s
1058956,1374330,d
169940,1385279,d
1086916,939022,d
1059604,1299175,d
1299204,663298,d
783984,1366705,d
1299038,982667,d
446045,966563,d
1298788,960046,d
122905,476680,d
593487,968776,s
1004030,1348188,d
982747,1288213,s
410982,1089391,d
980918,982859,d
180569,383059,d
928035,661840,d
379400,1389287,d
993023,1374728,d
139631,72612,d
787454,731822,s
509825,731181,d
982744,1348350,s
476251,392986,d
593568,1059261,d
828818,655920,d
500757,828487,d
789126,422227,d
1116022,1141598,d
1089302,1043794,d
663103,731893,d
476618,324584,d
731258,331273,d
938949,1313847,d
992409,602532,d
97974,15802,d
560118,1313697,d
1298737,822054,s
1059311,1374817,d
139663,519426,d
1046616,656044,s
1299213,1004038,d
1118522,714046,d
97611,731691,d
959642,1287981,d
928270,1058815,d
982876,789439,d
663026,1195622,s
816532,1087822,s
120109,179782,d
993146,662169,s
883397,1298603,d
714038,324592,d
1288218,1288170,s
1124204,602681,d
734135,15796,s
210571,1124583,d
822107,646364,d
662751,959074,s
1288251,1087766,d
1377867,160391,d
219483,1348232,d
992533,1059263,d
1004219,210254,d
1125055,406953,d
1313836,500990,d
179740,1287991,d
731899,662168,d
653031,619306,d
1017615,662937,d
350165,556346,d
731722,982755,d
17876,1141506,d
556143,949702,d
1058598,17940,d
1058726,410994,d
958785,1125057,s
982874,1116110,d
1353827,493745,d
663153,661906,s
265519,1124965,d
1003944,822246,d
1059229,662331,d
1288152,1366834,d
1087080,1124725,d
500821,1114951,d
663264,1108454,d
555656,1059299,d
500774,160167,d
1348304,1002918,d
1058445,1124064,d
1363545,97204,d
97212,98397,d
646338,477999,d
1124511,662642,s
1366705,959095,d
655865,1287982,d
828342,1116248,d
868207,72506,d
827958,959094,d
559250,993163,d
179755,1059545,d
655967,384840,s
1004210,662283,s
662052,1059121,s
1125178,120695,d
1377850,828467,d
1125713,993017,d
1043822,509744,d
593549,1363569,d
160174,97930,d
1195580,1124535,s
993128,1374776,d
1298854,819427,s
1124945,1059124,d
662021,982865,s
471946,1374461,d
97195,123410,d
1089455,1125211,d
233999,655998,d
1118630,1288117,s
788763,793255,d
133848,655948,d
557293,1125501,d
734074,98435,d
1313804,476779,d
482390,1298858,d
1298937,1124641,d
355123,1040798,d
1124887,828678,d
1046619,453774,d
938990,379386,d
959278,1058646,d
828071,1108487,d
661824,716401,s
379030,928035,d
804588,938946,d
1366624,655915,s
556367,97205,d
500896,1319120,d
97216,1374347,d
661845,822463,d
1002871,1002882,s
560456,1374682,d
787775,1040807,d
1058750,1058442,d
646287,712444,d
992851,1288072,d
1124539,395218,d
828128,117998,d
1124434,1089853,d
1326329,445171,d
413966,1002851,d
1003990,1288243,d
1040903,1202980,d
1299190,1003875,d
1124149,663224,s
1087764,1366441,s
1299083,1124581,s
396656,1292594,d
959256,1221848,d
821863,661838,d
1046561,656007,s
1313907,1119040,d
822312,968703,d
1087749,982894,d
489240,1058586,d
1124753,1366720,d
822300,662914,d
655869,1288184,s
662287,1125240,s
958816,959115,s
1058682,1041132,d
663149,1125013,d
602681,602571,s
224756,160355,d
497178,406802,d
783976,789152,d
663232,1059257,d
1124157,1089701,d
180575,1195635,s
1059087,1299236,d
959550,1089684,d
210577,819496,s
662549,716458,d
1089518,662789,d
1089399,1041055,d
822106,1059162,d
509716,655916,d
476636,887139,d
1003967,993030,d
662980,1299204,d
463463,816493,d
959511,1195300,d
992814,17877,d
1116153,1366647,d
1108379,1089587,s
1374621,1125450,d
662428,1125044,d
1349137,982641,s
1003898,480152,d
671787,822040,d
661919,120751,d
480174,1046545,d
943921,1124868,d
406798,180616,d
1059159,1299097,d
593780,1124579,d
1199103,1298728,d
1089630,992589,d
120782,1313760,d
1002880,1366664,s
717955,1366824,d
1287899,117979,s
1348175,1366734,d
1238567,368550,d
1410394,1410392,d
1059291,1108384,d
1125696,1043816,d
828672,1326192,d
97820,97361,d
1125426,1089465,d
1374458,1373293,d
1089823,662887,d
734139,97589,d
993034,1041032,d
1089771,1374228,d
1412076,656060,d
1319301,1318986,d
1108411,559283,d
617497,401242,d
1125755,661939,d
1059446,1089831,d
230109,1058866,d
374313,329991,d
566808,72512,d
939051,822326,d
982837,1366594,d
663174,793262,d
1001447,374321,d
1318922,72603,d
662950,593595,d
1141458,1383372,d
593389,1287938,d
656051,1287976,s
1353819,1124967,d
661931,1374321,s
731219,731640,d
959992,959637,d
959928,1040965,s
968756,1374376,d
944675,501091,d
1125712,663190,d
497186,959404,d
671955,1374430,d
1002844,714050,s
1059479,1089374,s
655926,982921,s
1287773,1288198,d
1124382,1089611,d
731925,959424,d
330008,556102,d
827883,1374867,d
992500,992665,s
160176,698303,d
1043812,932728,d
1089880,523656,d
1124444,787742,d
412487,1348244,d
1366720,1087755,s
462139,1318893,d
731684,731863,s
593682,1004198,d
488162,602486,d
592229,816453,d
1040861,593504,d
1287823,1118971,d
1374821,1125210,d
1366741,822494,d
822394,374204,d
618287,1263180,d
662192,1108364,d
1125375,492927,d
1125747,1299122,s
1004208,593817,s
393050,1366537,d
1366660,662030,d
476602,731632,d
662075,822284,s
1089795,1058957,d
1089390,1374736,d
1411499,555656,d
1348357,507005,d
731629,1298643,d
1089649,716351,d
766197,1243185,d
816724,1288135,d
1046576,868103,d
959530,1374237,d
1125553,661903,d
1119008,1087755,s
992763,959906,d
662638,556126,d
787753,662481,d
157284,97523,d
1059047,993094,d
982921,816459,d
662127,1124877,d
661917,1087002,d
822191,265678,d
982719,1125010,d
655888,656017,s
1046634,982799,s
716455,959249,d
1125344,662414,d
1366531,992526,d
264239,1125074,d
1059226,1059591,d
655886,1159123,d
446048,392868,d
1412707,982685,d
1108406,982635,d
714035,1287996,d
716476,1299198,d
1089967,210621,d
1058576,968723,d
1298624,97456,d
1121274,1046545,d
1124384,1125291,d
982658,944705,d
1004244,1124940,s
1046583,1348085,d
993126,593759,d
1287916,1366496,s
120780,958731,d
1366867,179731,s
663005,646200,d
649408,98062,d
1090034,1089445,d
1124147,993179,s
1124355,1373240,d
1059150,1366794,d
662834,993134,d
489388,821840,d
970762,646285,d
1287899,714060,s
714088,1046581,d
1089512,827869,d
324599,592743,d
1124243,663152,d
662569,662415,s
1195601,982770,d
982843,1366391,d
819491,265742,s
1288255,1046613,s
819436,120251,d
558777,509697,d
822459,663276,s
822356,120740,d
1298849,1298437,d
1089598,992892,d
662983,662198,s
716353,1125508,d
714003,944710,d
1124411,944704,d
828988,1058827,d
1366648,816567,s
265506,125593,d
224702,224805,d
663069,424888,d
661894,1089918,d
789432,804576,s
698823,501090,d
401141,97371,d
488047,1298936,d
1125689,982746,d
1058673,477953,d
939000,698820,d
731267,617579,d
1002850,1348295,s
1125154,556467,d
1299226,1102119,d
959375,1059626,d
646240,556086,d
662663,671940,d
646136,993042,d
374210,557433,d
559743,671841,d
1058835,1298890,d
1058647,1046644,d
982922,982883,s
97874,1090030,d
379038,229928,d
97375,97177,d
1118832,960074,d
556072,1046561,d
97863,828536,d
1288005,1366485,s
593360,1117070,d
120112,1124068,d
828127,241825,d
1366824,655853,s
1366560,1087779,s
1319089,387659,d
1292599,959761,d
617512,1313808,d
982685,714008,s
1374588,1040802,d
1040837,731663,d
139642,1366705,d
1125617,662714,d
868128,731910,d
959371,17804,d
662319,1002847,d
1002823,1002905,s
1374881,661861,d
698290,1041024,d
357923,238045,d
789167,1240374,d
1002847,1288118,s
1040858,123430,d
958727,1319056,d
959612,593805,d
822421,661888,d
1411506,828490,d
822433,602503,d
1125624,417556,d
714009,822148,d
1121272,210595,d
519440,1313971,d
646343,1118823,d
804631,789142,d
1089328,992404,d
1124515,1353785,s
617695,970803,d
992473,593428,d
932729,959804,d
1058657,1058681,d
716375,661910,d
1116186,1116047,d
657801,1125095,d
928288,661863,d
662639,958729,s
1118992,1087754,s
698929,1124219,d
98469,1107594,d
1059081,663128,d
662293,985842,s
1089921,500966,d
1202980,1059424,s
982871,714018,s
1298593,1002825,d
970655,1114928,d
1366494,982779,d
1125043,662395,s
1288147,1348299,s
1319420,1059042,d
1125471,789478,d
1366480,1087813,s
982873,1118977,s
959582,1087820,d
788770,376816,d
661823,662860,d
557415,556454,d
1041207,970633,d
1241212,500813,d
219493,982744,d
1125166,1059027,d
633730,944701,d
828436,1059579,d
661960,662958,d
139640,649580,d
476629,1348350,d
1001474,655853,d
1374391,1004239,d
72382,591355,d
1124544,230129,d
827866,210567,d
1059636,1047066,d
1086924,1089603,s
661957,714035,d
1124807,1374440,d
1287881,1004135,d
714029,982794,s
982727,1288225,s
816436,816446,d
828818,1366491,d
819474,1059087,d
1002839,982831,s
219483,1288146,d
828558,1348296,d
222806,959893,d
804587,822215,d
380233,970711,d
376050,982787,d
1114930,171450,d
992821,958768,d
982734,1288219,d
1363551,556309,d
716376,593555,d
821898,1313801,d
179732,1366380,d
1089513,662813,d
1124907,662562,d
970777,970757,d
815648,160224,d
992519,519370,d
822395,959384,d
1287921,1288006,s
662281,662983,s
399351,789457,d
959433,992872,d
716502,98188,d
480148,265479,d
868203,1298795,d
712511,1363606,s
1124789,662936,s
1298432,1089314,d
647812,293565,s
593592,596075,d
671824,1374885,d
647809,97537,d
453768,392965,d
1298679,1001457,d
960021,1089454,s
1299053,329936,d
698833,1366435,d
157621,634536,d
1298656,716468,d
662817,97715,d
219501,1117063,d
1298795,1125132,d
1374824,992710,d
1124549,1240115,d
1089961,1108329,d
1059604,662282,s
619257,1309956,d
558828,1195605,d
97866,714137,d
959298,828291,d
633847,17866,d
1125245,1114930,d
1298436,1116252,d
453762,481311,s
656078,1366848,s
1108352,958935,d
1004185,1125484,d
17796,446065,d
330010,787678,d
655872,1374766,d
661953,97627,d
1059147,1058983,d
1125093,1124130,s
716444,1046684,d
417595,992881,d
959159,714035,d
417567,716501,d
1298612,958763,d
97845,1058416,d
959919,992681,d
993150,959572,d
1108341,1124473,d
662368,1124510,d
593700,485699,d
1299044,1124598,s
1004183,662007,d
171452,72502,d
822339,959055,d
938977,1125488,d
1059263,661963,d
1124878,1089847,d
1125019,1087776,d
17792,732133,d
376810,392981,d
828001,828503,d
1124214,1090087,d
788035,960116,d
980121,816538,d
1088085,602497,d
330021,1017574,d
938920,1002817,d
497690,1059148,d
1374534,992955,s
1089339,1089291,d
970776,828714,d
992862,1004167,d
374192,1058467,d
1196658,125625,d
1374769,662359,d
633816,1241214,d
1366846,1348207,d
1221910,959893,d
120093,662409,d
982713,602160,d
1288230,1002844,s
959509,374190,d
993082,816476,d
560495,646308,d
1412710,827928,d
1107590,160234,d
1119039,1366570,s
482420,181203,d
368531,1124599,d
1299090,1059010,d
1058504,1058476,d
1125671,1124403,d
992844,238021,d
1125005,968742,s
1366866,1287870,d
1089702,1124978,d
1102108,1163969,d
418426,671827,d
1089848,325895,d
1292594,1288076,s
1411500,476746,d
120676,787401,d
992931,636587,d
982873,1348133,d
1299118,1298798,d
330038,982744,d
210617,1058459,d
1319282,1086978,d
789619,380240,d
602613,1002917,d
731097,671842,d
1124243,928309,d
1298725,822044,s
593409,662434,d
593541,1004222,s
120765,593612,d
1299167,1374265,d
1125427,1242388,d
1003919,1059057,d
471962,1087749,d
602467,357913,d
655855,1287952,d
1124153,959771,d
932725,592106,d
661996,1124424,d
970690,1058922,d
1326321,406945,d
1288277,1319063,d
1299226,662462,d
992993,928339,d
656014,714022,s
556323,97948,d
1058419,1090083,d
1318833,15751,d
1326391,828556,d
1298945,939042,d
1125150,1374882,s
663031,120733,d
662980,375048,d
120247,662400,d
1004038,97461,d
821912,1374330,d
993137,949700,d
1124510,329973,d
714106,1125278,d
1124675,1089900,d
1288286,982894,d
593364,1292597,d
1059256,1004245,s
822315,1353747,d
1089957,993007,d
671806,1363609,d
1089928,943922,d
1288131,1366652,s
1117079,1017603,d
662686,500847,d
1366681,982710,s
1124836,478326,d
1288244,1002817,d
1124436,1374478,d
662137,448627,d
1090016,733136,d
1059206,716371,d
593417,1125048,s
123398,1292619,d
559224,822146,d
1089376,422227,d
1004119,1299242,d
1058848,591364,d
566799,1374265,d
734088,788861,d
662836,1090080,s
662102,819436,s
1299008,1374469,d
959342,376111,d
97386,731899,d
1366585,1366819,s
1411475,1089579,d
662445,784010,s
789153,1046545,d
1087073,1089313,d
1374460,958935,d
789546,285066,d
822410,662485,d
959264,1089628,s
827907,714028,d
1002876,1119045,s
591354,982700,d
1059171,663007,d
1043813,422228,d
180640,1059113,d
982643,714023,s
1366497,655953,s
171478,733096,d
1108320,311447,d
1059630,1319202,d
662121,1199108,d
1298793,376050,d
481331,1041179,d
655940,655974,s
