id1,id2,class
1298743,1124288,d
959763,1059640,d
959392,1374902,d
1288007,655905,s
819489,523657,d
1141488,1107794,d
1366744,714098,s
1366384,1287953,s
634258,1124490,d
982649,671863,d
992490,661835,s
1299035,1221917,d
731295,1124639,d
1348255,1119026,s
1058964,968705,d
1089300,992405,d
1003907,992857,s
828702,1319282,s
602448,1374593,d
1089675,1125483,d
238012,1353828,d
97492,1118990,d
471920,1408013,d
593444,593318,s
1288213,1288256,s
662712,822352,s
992825,959579,s
1059489,1125245,d
1298530,1318932,d
1041153,236740,d
1002872,819405,d
959641,1058752,d
1125026,1107622,d
828132,1040897,d
392982,1046573,d
959247,98207,d
97674,500828,d
657807,497708,d
388105,993144,d
731836,568892,d
1288186,1288142,s
982834,1287928,d
822540,662963,d
1124267,488051,d
497130,1363612,d
1326199,1087818,d
992834,1124905,s
1295531,1298492,d
1041241,139640,d
789628,992597,d
959228,1004183,d
1124308,1125430,s
1058341,1003996,d
822112,663029,s
655348,1119038,d
157315,982812,d
1366454,1087020,d
592229,663034,d
1003965,1058547,d
1295528,662735,d
982639,982760,s
1195619,993077,d
417561,661846,d
1046627,816528,d
1319334,205190,d
120063,1125147,d
959884,422219,d
647812,1059427,d
1058398,958865,d
886761,559227,d
593515,422222,s
392866,1003957,d
816567,1046567,d
1002852,816571,s
992778,1058818,s
928282,793285,d
822528,1202970,d
507025,500776,s
698935,662178,s
21526,1226940,d
417591,653021,d
120676,1125098,s
1353726,1124198,d
593318,1124932,d
97812,480139,d
97208,97356,d
992572,497016,d
117990,1118993,s
120144,593752,d
959741,1125330,d
1117088,982648,d
1059608,447776,d
227209,992678,d
559256,698807,d
1108289,1058435,d
655962,215523,d
982784,714061,s
926134,1141488,s
716406,662993,d
120689,1125570,d
210620,662489,d
1299159,959035,d
656089,1089814,d
1288214,1089375,d
330062,1119000,d
959763,497187,d
822419,661997,d
992408,959716,d
712526,157325,d
1002755,1287815,d
1374632,959304,d
828117,714127,d
1089380,970694,d
1108449,1124291,d
600939,476253,d
959143,960161,d
224709,861601,d
828592,393011,d
789618,1202951,d
1125137,970737,d
958700,500874,d
396198,1373255,d
1202973,1059621,s
646206,819414,d
1196658,821830,d
374319,448623,d
1087769,1046566,d
329952,1374336,d
992470,822310,d
733119,789771,d
1003902,1124190,s
1087004,1058713,d
788707,828035,d
828116,602463,d
1089303,1089353,d
1125328,1125684,d
1058984,959384,s
661999,662096,d
1090089,1298632,d
968794,600979,d
828180,1243072,d
662156,1114950,d
1004054,819442,s
618312,822050,d
662474,662387,d
662797,455709,d
716416,476646,d
1366679,1087781,s
1124785,1119040,d
1116153,939049,d
714085,656060,d
1124583,939104,d
633810,1108471,s
958919,180632,d
1059452,171472,d
661803,960152,d
816472,816515,s
1059604,1195613,d
566827,662709,d
1002927,1366491,s
1089731,1059110,d
982810,476604,d
958868,661842,s
1366772,1366415,d
982835,1366786,s
500896,828307,s
992925,98092,d
556109,488048,d
1374524,928303,s
938845,928345,d
661804,958712,d
663048,485702,d
394570,446095,d
960100,1058748,s
1238335,982911,d
1002728,490601,d
1087003,1391869,d
662245,992451,d
822323,822380,d
266163,1288230,d
1299205,732175,d
374320,1059372,d
662815,661857,d
1298517,593620,s
698924,97722,d
127535,982672,d
662713,828285,d
992422,488332,d
219475,1298728,d
1287803,982808,d
992615,960156,d
560659,97858,d
1059439,1089362,d
992842,992498,d
382597,1348296,d
633759,982743,d
293542,293564,s
822450,1370860,d
1353782,593491,s
663182,992990,d
1299238,992526,d
387653,500965,d
179746,714026,s
1298504,476254,d
374204,1107618,d
412483,1348357,d
661938,1124945,s
656061,1366496,s
633796,1298428,s
1125559,1089772,d
662298,993149,s
482389,382292,d
139623,1268469,d
662151,662366,d
519471,1003891,d
1059252,376119,d
982711,982641,s
827938,959251,d
1366419,1366873,d
97532,732186,d
982887,982783,s
828135,1374466,d
1298748,828507,d
819572,715610,d
97222,1313716,d
325890,662313,d
1058943,1124656,d
636566,828003,s
661885,959953,d
1383358,1002934,d
1089849,594124,d
1366445,1046545,s
1002851,970703,d
783982,992960,d
1374611,661804,d
959515,224713,d
960038,992459,s
861623,828561,d
1124686,646337,d
1059099,968761,d
1374246,970798,d
822368,661870,d
822337,1108413,d
662977,523662,d
180645,1124975,s
72450,732196,d
1366460,982809,s
1058687,959516,s
618306,97908,d
1121281,1287959,s
959408,959120,s
1108273,827890,d
647079,500834,d
1287878,1366842,d
1374779,387652,s
1089294,992590,s
1374417,120243,d
1059396,1348165,d
1046688,804579,d
127528,157594,d
655873,932715,s
556370,1366824,d
1238329,1046540,d
1004157,1353837,d
992723,1348211,d
1298754,939026,d
662577,993010,s
1366685,1002839,s
1298613,1353826,d
716387,1003968,d
160327,97658,d
1374530,1374566,d
1289460,714035,d
97751,1374843,d
127537,617623,d
1366585,1348224,s
1319065,828513,d
593830,993118,s
662175,714121,d
602599,827999,d
593621,593644,s
633762,1366480,d
1058504,1141491,d
1299007,633860,d
662050,1059484,d
655903,816452,s
958940,662243,s
120043,662887,d
1041183,17949,d
1363569,1088050,d
1107616,939196,d
959006,478001,d
1004140,1089690,d
982812,714022,s
1058698,672015,d
383065,1124744,d
1374823,1089477,d
1041119,662018,d
828702,1298664,d
97709,732088,d
816540,1087011,d
662104,822493,s
992714,1058660,s
1374615,662550,d
992736,1108289,d
982712,656003,s
1058774,1089293,d
566809,663153,d
1041069,509848,d
493723,1002821,s
1377854,1363588,d
1086934,828994,d
593778,1125267,d
992646,959343,s
733136,789483,d
656052,1348352,d
1348331,982652,d
568893,480193,d
602688,1046584,d
488097,633877,s
15787,816566,d
72539,1058895,d
661901,1003913,d
593474,1041188,d
662739,959074,d
716347,1374566,d
662646,1125558,d
1374656,1004191,d
1089301,500855,d
1124675,97627,d
1288233,656009,s
1124038,1124084,d
491075,1118488,d
559212,478289,d
1299151,1374213,s
1368206,374817,d
357870,593698,d
1089955,593643,s
1195629,1366588,d
556060,712554,d
662339,1058810,s
480154,992994,d
661876,1124992,s
939052,1041000,d
97632,97628,d
993060,1059452,d
992982,100212,d
1366730,816531,d
993025,661856,d
97915,1366809,d
453773,1299127,s
1398179,121241,d
1089982,1059534,d
886749,788775,s
655855,1002853,s
822508,311456,s
1288200,656062,s
1124655,828592,d
1288255,1119044,s
1058624,1089282,d
500886,560532,d
992528,959514,s
1124430,1298985,d
982814,714081,s
602519,1041202,d
1041185,712503,d
1003863,1089749,d
1348218,1348151,d
662136,1221918,s
959767,1124405,s
1353767,602644,d
822142,1124101,d
417692,662187,d
819405,1241376,d
959878,712451,d
1059043,1059137,d
1299163,822484,d
509841,1241544,d
662557,1124088,d
556372,1058673,d
1318834,1125630,d
1374220,1374440,d
787404,179775,d
992539,1002865,d
1299242,1059445,d
1087012,1370857,d
1004114,566849,d
1059285,1108335,d
1041066,1119033,d
1059133,822161,s
157998,374243,d
1124876,1089420,d
379033,1058449,d
1271502,598363,d
958758,714004,d
821919,1041026,d
1318950,958931,d
593644,1124155,s
1384057,617607,d
960019,731309,d
97368,1389283,d
959616,662862,d
662257,593503,d
732081,662305,d
602153,1298547,d
655983,497186,d
1374681,618317,d
380228,714137,d
712573,1086994,s
1318989,789765,d
1124543,1125570,s
1287998,828879,d
1124460,593416,s
698837,653016,d
1087774,1119007,s
1124088,1003937,d
822288,1090052,d
1348352,656057,d
123382,1366855,d
732113,1087822,d
332524,311448,d
819399,982706,d
788861,1348272,d
868172,180540,d
1366637,944686,s
714052,1121270,d
1374296,959684,d
1288203,1002884,s
633854,655847,d
661857,1004244,d
1363652,1041237,d
1241419,480137,d
1195602,1366781,d
789128,883389,d
556086,619294,d
982765,633730,d
646260,1017608,d
647085,399052,d
822065,1298742,d
982647,1087779,s
1059340,939037,d
787407,224782,d
1002883,1366650,d
828041,1299124,d
932792,816722,d
1377867,636587,d
663219,293536,d
661882,1298639,d
488086,1353724,s
883404,1124178,d
1124672,1059232,s
15769,966549,d
1298693,633845,d
364745,293552,s
559740,816523,d
559335,97339,d
471908,1298739,d
1041181,1041202,d
1366629,655883,d
1366749,982691,s
671944,596072,d
1366444,947928,d
1313807,982670,d
1002823,656077,s
663288,1125102,s
560456,560476,d
488095,958678,d
1017575,970736,d
633803,821833,d
160161,1058841,d
1240395,1366672,d
1124705,1124767,s
992540,968768,d
928269,1003878,d
1002739,1366572,s
1118983,1366745,s
816570,1366731,s
828259,1319147,d
417604,1087001,d
959545,1108281,d
1058700,1058790,d
324618,787710,d
828665,1318989,s
476726,1299115,d
992569,1108406,s
714016,1287929,d
1124326,1108462,d
712510,497018,d
822244,1089842,d
293606,227187,s
1124241,1089702,d
662135,992998,s
883395,656071,d
655960,1002917,d
1299040,1125351,s
560659,593700,d
661907,1108347,d
1124899,822472,s
982913,982674,s
1299134,1089345,s
1089436,1089656,d
1288156,1002917,d
1059487,932732,s
1089596,362405,d
1124433,1124464,s
1040772,646336,d
1090067,1114967,d
992966,939102,d
672016,488168,d
230089,593652,d
1374818,1059313,d
97296,822444,d
180574,822355,d
1124905,1125672,d
1059620,593456,d
205227,476225,d
828053,1319198,d
1366845,1121270,d
617579,731295,d
982733,816532,d
1350217,617585,d
959019,1089410,d
731846,732155,d
1089312,169968,d
714055,655900,d
1124167,992597,d
634542,557298,d
970671,1040765,d
1124881,1374422,d
939098,1263178,d
1125139,1089424,d
1108383,417703,d
788707,944687,d
1366785,714046,s
1124325,560455,d
1313723,731303,d
1125189,157557,d
672017,72537,d
1003985,559499,d
714006,181185,d
1125148,1125169,d
1287987,1313971,d
816531,655966,d
662860,1299220,d
1363611,593632,d
959806,1195652,d
716472,1058810,d
602697,238060,d
656055,1087749,s
98064,992999,d
731882,655878,d
959599,120248,d
959430,1058809,s
291146,619257,d
662440,992447,d
1041015,1108427,d
1125261,1366765,d
1004124,1119040,d
299928,1002886,d
1087047,1086977,d
816499,1348322,d
828810,120125,d
714111,655866,s
1366386,982756,s
265740,982891,d
1118788,816422,s
633730,982798,d
982856,982752,s
1124859,662122,s
789503,15824,d
471972,1124046,d
17929,15814,s
1288168,1366801,s
662665,1108430,d
633733,1040895,d
1041010,241822,d
864776,828580,s
1288192,593821,d
1125550,1058724,d
992763,501133,d
1389241,1374258,d
1125407,1374909,d
671993,828971,d
1107785,1241421,d
716342,959463,d
992596,1059090,d
560632,868217,d
968717,1040898,d
1125396,1089519,d
959088,958986,d
509702,1353789,d
1089364,663302,d
1124960,1125527,d
827883,1366688,d
1089950,1298480,d
663269,1374415,d
375004,821909,d
1124505,593638,d
1348328,816441,s
446083,1242387,d
1298475,265508,d
646307,656023,d
993134,241828,s
731109,1125545,d
17847,992856,d
406798,1124353,s
1003960,992708,d
959018,944716,d
822194,992852,s
732139,828289,d
662569,1004198,d
1124278,1089428,d
788843,789397,s
1059327,1059415,d
1159097,816575,d
1090003,1298689,s
123394,117994,d
822507,1089270,d
593363,1195596,d
1366720,1348133,d
993144,1125175,s
1366585,1002871,s
21579,1326351,d
655346,1287938,s
712550,716377,d
958757,960005,d
663046,1125177,s
655875,1366764,s
593587,662360,s
633919,1288232,d
646200,662815,d
1058411,98495,d
1046573,982783,d
1326323,15787,d
476650,662780,d
120052,1124148,d
1287903,789382,d
1124470,1090048,d
1313749,17885,d
958999,992447,s
982922,1288166,s
662043,1319219,d
179778,958681,d
120100,828148,d
1003967,662295,d
1366426,655996,s
1374528,1299255,d
1298818,822283,s
970790,566778,d
120725,662657,s
1298902,1119008,d
392941,368548,d
970728,1002824,d
1125397,822459,s
662175,661807,d
1004125,633910,s
1116261,970637,d
21551,482409,d
1102110,662225,d
139619,950153,d
868226,887021,d
593297,662187,s
939102,661883,d
1059571,993186,d
1046579,1366684,s
982842,656022,s
1059287,1059152,d
1366558,1287833,d
488046,655943,d
959064,1108469,d
663319,1090086,d
1374306,1389258,d
662183,662162,d
1041015,816457,d
1059014,478317,d
488174,716473,d
982729,1087758,s
1384046,1086923,d
1040713,1107612,d
656016,1313812,d
1287934,982654,s
1124167,1124113,s
1002920,655849,s
1288244,1107875,s
1089631,374185,d
560143,1288095,d
656019,1366838,d
1124550,1366771,d
1195574,1059400,d
593488,1089919,d
1041244,712574,d
1366480,1366719,s
1287955,714111,s
1089567,1195584,d
1114934,992813,d
160368,158011,d
1125320,714045,d
661906,716477,s
788753,788857,s
868168,559277,d
993047,497174,d
992455,1059295,d
557430,488115,d
557442,560526,d
236741,501125,d
1124145,556356,d
1004209,1348343,d
1374362,592796,d
1319129,828039,s
507011,1002866,d
1125084,1125049,s
959740,662180,d
1313931,960065,d
646209,1087792,d
960103,958869,d
1374322,120071,d
1348249,1348218,s
1108321,992781,s
655917,656015,s
1353773,661890,d
1125432,1089836,d
1374290,1298830,d
646293,476670,d
958958,959262,s
712552,452157,d
1059317,1195581,d
1348279,157291,d
1412686,602678,d
1125712,480152,d
959343,959063,s
1366482,562155,d
1287978,656046,d
1288165,1118949,s
600942,417715,d
661897,661981,d
1002808,655905,s
1348192,816439,d
17952,822523,d
1287949,1287793,s
1003913,992737,d
1374261,1374352,d
982912,944721,d
357919,207869,d
178175,375006,d
618305,556419,d
393066,716481,d
787739,476664,d
619297,219507,d
662082,661922,d
662029,1287902,d
657810,1366525,d
72629,828462,d
1374481,968706,d
1287924,1002843,s
816479,1118823,d
1058935,663142,s
655994,816460,s
822031,1299111,s
982883,291149,d
733149,731613,d
789634,928031,d
1089629,1287794,d
1046545,1121271,s
804592,1319039,d
1059147,985848,d
982640,1119040,s
1366666,1366639,s
663310,1108334,s
1298996,959115,d
556301,827939,d
1288175,656016,s
1124615,591354,d
992540,1089375,s
1374528,560543,d
992549,646303,d
985849,992458,s
1125263,1089852,d
592809,822237,d
968818,787775,d
819383,714112,d
1089699,1124230,d
656031,982678,s
263802,828626,d
959982,959549,s
959588,959933,d
1059624,661900,d
1058890,1089819,d
1086978,1213902,d
939056,939122,d
939126,789546,d
663227,716363,s
662638,1288293,d
388094,970748,d
1299194,1374510,s
1141130,944718,d
480084,72435,d
1059291,968770,s
816549,264058,d
656051,1288118,s
1292605,655909,d
1040970,662482,d
662503,993135,d
1124878,1059289,d
959362,560531,d
731244,617657,d
959264,1374398,d
787707,982685,d
1124518,1058337,d
1089741,1118997,s
1124468,1391878,d
1124188,1046322,s
1089813,993024,s
828807,15791,d
1374856,1195640,d
559263,97471,d
1195572,382593,d
656054,1288145,s
1124916,1058807,d
480216,1366838,d
596097,1124099,d
1298622,1298441,s
959473,1226646,d
1002867,1243864,d
1124882,1124584,d
1058671,714079,d
1374890,560440,d
602682,982660,d
1366638,1118485,d
959056,602530,d
1298519,992945,d
1370851,672022,d
1059149,1059047,d
392873,392914,d
982837,714011,s
1125704,1125627,d
120733,992640,d
1124339,97218,d
959954,1089324,d
822063,329955,d
1058455,1058563,d
1124545,446067,d
928279,1089920,d
476594,1088090,d
210259,944546,d
662043,661798,d
662570,1089960,d
210616,661946,s
662362,822423,s
602694,1366413,d
731717,939151,d
732151,959498,d
1088039,392988,d
139628,633731,d
672027,97614,d
1002799,1288012,s
716362,633877,s
1107788,1298557,d
886751,712498,d
593647,1089817,s
789758,157290,d
1317578,958684,d
1313791,1366660,d
1287886,982829,d
819510,993046,d
714109,982745,s
593542,120751,d
633816,1089460,d
1195577,1087776,d
1221878,1366584,d
1124472,1195595,d
1348250,602452,d
394578,476628,d
633816,593595,d
1298907,1124836,d
959225,602603,d
655342,481345,d
311453,1370858,d
1089669,662093,s
160304,596081,d
663145,663095,s
1374890,959470,s
1059577,1366684,d
959995,982838,d
731836,731201,d
1366745,656045,s
97727,1125644,d
1059190,1124143,d
592809,1373295,d
1046629,655960,s
72477,1114930,d
171502,789491,d
1125695,662947,d
491057,982886,s
1059570,224743,d
822263,662725,d
1298645,993074,s
959063,593373,d
368547,828509,s
1117078,592745,d
556113,593629,d
1004138,939288,d
1124625,1240123,d
1374311,1411467,d
1389244,1313754,d
1058334,224774,d
566786,471900,d
1046683,816444,s
617594,559753,d
382297,939028,d
157317,556470,d
959958,1411501,d
1125340,1318923,d
656048,982874,d
822194,982671,d
653035,733051,d
1059576,992877,d
633916,497192,d
731712,1319056,d
1374479,1195598,d
1108488,663049,d
1058543,593621,d
663265,1089482,s
662598,557215,d
488093,406949,d
663306,1124932,d
1058576,662596,d
1124820,939055,d
1089327,263798,d
97183,1058471,d
1089859,1125466,s
476620,1298601,d
1040873,376057,d
1366758,1317574,d
819383,1059115,d
1348219,982819,s
1299021,816435,d
406813,453773,s
1366565,489414,d
1089887,1119040,d
662454,662821,d
939062,939128,d
1288995,1046545,d
568894,1318992,d
592768,1043803,d
662773,716340,s
1299233,1119033,d
982667,1119016,s
1121283,1002817,d
556086,828512,d
1366854,656070,s
1366759,1366544,s
662990,715618,d
959536,555646,d
1119011,1108493,d
1366614,655996,s
1124918,663101,d
406820,180618,d
1374781,1124656,d
731120,383039,d
1299149,593636,s
160384,97938,d
1125243,662920,d
661983,662775,d
968818,992400,d
1116113,789449,d
1089781,1090033,d
1299115,716484,s
1124057,1298699,d
1124094,1058572,d
1058618,1059067,d
1319341,324579,d
1090020,647819,d
1058872,1004188,d
97281,1411514,d
1089454,928301,s
265680,1163965,d
959713,959517,d
662562,958881,s
982893,816513,s
662736,939041,d
816712,1065678,d
1059622,662049,d
470896,1313951,d
1374726,556374,d
1298827,982746,d
