id1,id2,sim,text1,text2
1298822,1366516,0.09863939,"Väsy, väsy, västäräkki. ","mie vaan metsään pakkoon,"
1058984,1004209,0.6374552,"Minä kapsahdin aidalle,","Kakon minä kalamiehelle annoin,"
1017504,982691,0.06575959,Väsy väsy västäräkki,"Verta silmät vuotakoot,"
822421,1298435,0.8249579,"Sauva minun tielle saattoi,","Sauva minut tielle suatto,"
1348224,982677,0.9230771,"tee pellolle pesäsi,","Tie pellolle pesäsi,"
1288279,1002903,1.0000001,"Nuku nuku nurmilintu,","Nuku, nuku, nurmilintu,"
958729,993024,0.8076925,15 Kaukun[!] minä kalamiehile,minä kakun kalamiehel
127519,600988,0.2836543,Talon varpuu taitavasti:,"15 Kun on tutkaeltanehek,"
413960,1040974,0.25717226,Mitä löytyi saaressa?,"Valkea meres[sä] vaahto,"
1124469,1089291,0.618284,Minä kakon kalamiehelle;,20 Minä kalat riihimiehille;
968722,958708,0.9770085,Ämmä minul kaku leipos,ämmä minull kaku leipos
788770,734074,0.8819528,"Laulammo lammit lattioil,","Laulamme lammit lattijoiksi,"
97206,1089744,0.3195048,Minä merestä kaloja.,"Näitä saatuja sanoja,"
732139,480079,0.34139436,"Kaljun Kokkolan Kakosta,","60 kobrin ilmassa kovassa,"
1125641,392900,0.17817417,La laulan huraala hullu!,"Pappi mulle paijan antoi,"
816468,1118486,0.69920594,"Nuku, nuku, nurmilintu,","5 Nuku, kun minä nukutan,"
663222,1195570,0.38575837,"Minä pääsin päistärille,","Minä lepsain lehtoon,"
1004017,1125513,0.40327954,20 Minä kylen koiraselle.,Jolla minä lentää löyhyttelin
1086943,887045,0.3706247,"Nuoret on keijosien nojalla#5,","Kun nuorna sotahan vietiin,"
1058610,383031,0.09805807,"Pitäkää työ yötä 3,","minä aitan alle pakosin,"
656040,1366797,1.0000001,"Nuku, nuku, nurmilintu,","Nuku, nuku, nurmilintu,"
828525,949700,0.07504693,Ruskus puskus mustikee,"Kuka lie katteen kahtonunna,"
1288247,384490,0.48089045,"40 Sen soisin sanojilleini,","(Seisoppa, seisoppa, sarvilintu,"
591339,982642,0.82199484,"Väsy, väsy västäräkki","Väsy, meijän västäräkki!"
1383375,482417,0.55304086,"30 Mistä virttä ottanemma,",uutta virttää vjerrättelen?
146089,1041031,0.6246951,panin koiran korven kautta;,Niin kun kahta kanteletta
72580,97263,0.18725146,"Joko laululle lähemä,","Onko täss' ollunki olutta,"
97660,285070,0.5842374,"Mitä niistä laulajista,","Laulamma tätä lajia,"
868233,1002807,0.067115605,"Väsy väsy västäräkki,","155 Venyt vehnäissä tahassa,"
1318986,944715,0.06575959,"väsy, väsy västäräkki.",musta lintu mulk(k)ahellut.
1302677,376819,0.46458218,"10 Jäi tuo kylä kylmill[ensä],","5 Näillä tuo#1 käypi syväntä myöte,"
982811,1366581,0.7443242,"Nukutan, nukutan nurmi-lintuu,","Nuku, nuku, nurmilintu,"
238014,1366545,0.085202865,"Väsy, vähä västäräkki,","Veistäni rakentamaan,"
662234,662519,0.7499999,"Perille isäsä pello',","Perälle isänsä peltua,"
1124442,1058491,0.5120915,"Vanha muari mulle kakon leipo,","(Koira mulle) oravan haukku,"
1089436,819383,0.33333328,"Aita kaatu kalliolle,",Pappi mullem_paitaliinan;
1002843,714042,0.88461554,"Tie pellolle pesäsi,","Tieppä pellolle pesäs,"
1374729,1319130,0.26726124,"Kierosilmin keksinöö,","Kakun annoin kaltille,"
123397,822317,0.25112358,"mie oravan kokolleni,","Silloin kylmit suuren kylmän,"
1292626,374236,0.32732686,"Jakoit Juakkolan kaulla,",Lapsen orja olla jouten!
1298591,1353785,0.5237229,Koira miul oravan haukku.,"Mie or[avan] kokkosell,"
1398182,789529,0.34641019,"Otammo soiton sormilleni,","- Mintähen on mies siottu,"
939207,396657,0.42339024,"Emmoin ei e'ell' laulamast',",on kirkon lautasella.
982679,1366770,1.0000001,"Nuku, nuku, nurmilintu,","Nuku, nuku nurmilintu,"
1108408,1374882,0.9265617,"10 Riihimies mulle jyviä antoi,",Riihimiäs mulle jyviä antoi.
1374699,1299241,0.5204165,"kotka minulle koivet anto,","Rihman annoin kotkalle,"
120267,655920,0.0949158,"Väsy, väsy, västäräkki,","35 Eikä päällä pättäröitä,"
960060,982753,0.07543143,väsyv väsyv västäräkki.,aitt mnu allan vakosi.
716342,698297,0.3696106,Sini viita vellvollinen.,Olis siit tuo raakki minunkii syönyt viimeiseltä.
816515,1366665,0.9999999,"Väsy, väsy, västäräkki,","väsy, väsy, västäräkki,"
1374665,1058687,0.19134595,"minä kalat riihimiähel,","Mie kenkät neitsylle,"
662456,731206,0.23570228,"Istoitsin igäh kivellä,","Minä kakkaran kalamiehellen,"
662541,1125479,0.6398772,"Minä annoin kakun riih[i]miehille,","Minä kakkaran kalamiehile,"
376128,1240395,0.4320494,30 Että saisin suolenpäätä,"55 Mie siitt siklasin sisähän,"
661841,1124677,0.9782317,Minä kylen koiralle;,"Minä kyljen koiralle,"
960021,1299129,0.6516947,"Minä kalat riihimiehelle,",10 Minä sen kakun kalamiehelle;
789449,179740,0.5529073,"5 Laulampa mie lapsen virren,","Jop' on laulut lapeksen,"
1271473,1238575,0.6390392,Laulan lapsien tavalla,"Laula Laamasen Juhana,"
1124528,712518,0.26923078,"Mamma nukku tissi rikki,","Kuusi kummini tytärtä,"
1298695,959521,0.7548512,"Koira minull oravii haukku,","koira miulle oravan hauku,"
392995,1046538,0.09544271,"Väsy, väsy, västäräinen.","Hipiällensä hienokaista,"
380227,592758,0.41576093,"Toisen kerran hiekkasiin,",5 Veikkoin li[ekku] vaskireng[as].
959158,120694,0.5710402,"Mie kalaset riihimiehille,",minä kaku riihi miehel
1004211,1059182,0.66989386,"minä kurjen kiinni otin,","Minä kupsahdin kuuseen,"
1089858,97561,0.17445567,"Ruvekkama laulamah,","Mutilan musta koira mullen haukkuu aitan alta,"
822140,120030,0.45324707,Tiainen kannuksellah.,Kaheksakse kannonpiäkse.
1058725,671834,0.18200628,"Jatko kirvehen terästä,",Minä vein kurjelle nisuja.
329928,1366709,0.09158437,"Väsy, väsy, västäräkki!","La lähen läpi kyläsen,"
1129407,821881,0.6577935,Pyr'in m[inä] Prokk[olahan].,Rootin perästä Rokkolahan.
72492,205223,0.20965697,"Ennen saatuita s[anoja],",100 Lapseni alinomanji#3
559490,1348196,0.2519763,Makkuuttelen Maarijaisen!,"10 Käärin virteni kerälle,"
661915,993021,0.42023036,Tapasin emännän leipomasta,"Tappo isän, tappo äijin,"
886756,959879,0.5378529,Menim_minä mui̯noi̯m_mustilahan,"Nousoo mies musta merestä,"
822365,1046630,0.067115605,väsy väsy västäräkki.,"35 Kokko mulle sulkiansa,"
98487,470875,0.2309401,"Alan virttä vieritellä,",Vain kun vasta alkanemma;
656029,1366752,0.78301543,"Väsytän, väsytän västäräkkii. ","Väsy, väsy, västäräkki,"
993175,376053,0.27586207,Isoin vasten vastaeli:,"5 Mutta pääsin päistärihin,"
559243,157289,0.2665009,Oma vanhempi opasti:,"Pankko suuri paitasii,"
476719,1041049,0.25400028,"Tuala sun veljes näkyy,",Kuin venonen vieröttelen
1366765,944704,0.9999999,"Väsy, väsy västäräkki.","Väsy, väsy, västäräkki!"
822264,143402,0.1884446,Kielell' on jüvällisellä!,"5 Minä kakkaran papille,"
958863,476742,0.40824828,"Olin kauvan mie kyläs,","Minä kaku kalamiehel,"
555651,731726,0.18844458,"sekä puolen polviani,","""Kuoli miun sukuni suuri,"
418317,390155,0.7093724,"La mä laul[an] laiha tyttö,","La mie laulan lammen poika,"
992814,1089623,0.29821002,Minä paidan lukkarille;,mennääs ämmäin lampaita kattoon.
1374887,399347,0.3289759,"Kun ei aino mie alota,","15 Oravan minä annoin siipilinnull',"
1059020,1288286,0.09004503,"Väsy, väsy, västäräkki,",Mitä tämä näitä söi!
1366708,1292593,0.9756157,"Nuku, nuku nurmilintu,#1","a) Nuku, nuku, nurmilintu,"
1089828,1089877,0.8624433,"Vaivaanem mulleŋ kiitokset antoo,","Vaivaiset mulle kiitoksen antoo,"
672007,219511,0.29192019,Käy nyt kolmatsi kesässä,"5 Korvin kuulemattomaksi,"
519469,714060,0.09158437,"Väsy, väsy, västäräkki,","Na[iset] k[aikkij naap[urista],"
357913,970720,0.18650095,"yks kutoo kultavyätä,","Juoksin kolmatta vähäsen,"
488088,1313716,0.080000006,"25 Tuoho huonoo houvii,","Tahto tappaa miuista,"
160230,497016,0.5017452,"Nuku nurmelle hyvälle,","Hyrevällen hiihtelevät,"
1059291,992619,0.5047146,10 Minä liikkiön kotkalle.,"minä kalat riihimiehelle,"
1374904,1059368,0.98260754,"25 yli meren mennäkseni,","15 Yli meren mennäksen,"
662845,1374741,0.23570226,"Emäntä orress',",10 Minä sanoin emännälle:
1059043,661964,0.5372213,Jolla mä lensin lepsottelin,"5 Minä lennin lepikkoon, lepikko mullen sauvan antoi,"
788835,1366798,0.07749843,"Väsy, väsy, västäräkki,","Kulda valuu kuppiseh,"
1004108,1088050,0.0717496,"Väsy väsy, västäräkki,","Seppä mulle viikatetta,"
376117,1319253,0.30905756,"Syömästä, kaluumasta,",Neito vasten vastaeli:
671808,1005860,0.6389151,Kuiva kuus' kasvakoo,"Ken ku⌈v⌉a kuuloo,"
1314024,646129,0.23836565,"Tuolta veikko tuluo,","Luua luontokappalee,"
1287923,424888,1.0,"Vaivu maalle valkealle,",Vaivu maalle valkealle!
982798,1002926,0.95742714,"Nuku, nurmilintu,","Nuku, nuku nurmilintu"
663046,1318927,0.090721846,"räntää räpyttäkyöt,","Minä kalat rii[hi]miehille,"
633759,1348226,0.2926847,"5 Kalliolle kartanoisi,","nuku nurmelle hyvälle,"
1125273,602624,0.6019293,"Miehän se on noian nuorin poika,","Mie menin seiphään nokhan,"
566853,1124185,0.72112525,"Minä laulan lammen lummen,","La mie laulan lammin sorsa,"
293610,412467,0.82495785,"Levitä leviä leipä,","Levveene levviä leipä,"
1240101,1287753,0.07543143,"väsy, väsy västäräkki,","Ei oo vielä eisikeä,"
97316,293133,0.6465082,"20 Ja saanen sanelommaa,","Saama[han] sanel[emahan],"
1116303,1213901,0.35737085,"Minkä virren mie nyt laulan,",Lapin lapsi-tanterilla:
1357876,519414,0.40411192,"Pyytänöö pyhäsen paian,",pitkän sormen pistämästä.
241822,1366441,0.06855911,"Väsy, väsy, västäräkki!",Venäläinen verikoira
376045,374313,0.99999976,"Ihanasta itsestäni,",Ihan[asta] itsest[äni]!
827872,1268467,0.5003192,"Kuin ei kaala katsomaa,","Ken katteen katsonoo,"
656013,1087789,0.8219949,"Nuku, nurmilintu,","Nukun_nukun_nurmilintu,"
557216,157305,0.36262035,"Suvukunnan[!] suupaloilla,",Laulan Suomen poikasii j.n.e.
120754,1298981,0.88396007,"Päistäret tuleen sytty,","Päistäret syttyi tulehen,"
731719,160169,0.40249225,Kotapoikien polulla.,"senkä puolen polviani,"
828276,1298432,0.5241424,"Aita mun alleni kaatui,",Maan kateita kaikki paikat.
662640,992615,0.53886026,Minä kalat riihimiehelle.,25 Kalamiehet mullen kaloja.
982764,1288023,0.7463517,koivun oksalle kotisi!,5 Koivun oksalle kotosi (tai kotosesi).
714023,982701,0.9230771,"tee pellolle pesäsi,","Tie pellolle pesäsi,"
827858,662304,0.3034885,"35 Yheksän meren ylitse,","Ennen noian nousemista,"
1374265,1299228,0.8553373,Jolla lensin lepsuttelin,Jolla ma lensin lirputtelin
566808,399340,0.500278,La mie laulella alotan!,"Mie laulan meren meseksi,"
1089444,519407,0.44035238,Sekä Pettihin petostu.,Mua haettihin mettähän.
1116068,827876,0.3001501,5 Tuohon tuimaan tuleen!,Puhun mitä sylki suuhun tuopi
1089456,662341,0.51168174,"Minä jyvät konttihini,",15 Minä kalat jyvämiehellen;
1124277,311457,0.41403934,"15 Mänin alle linnan linnukkaa,","Minä aijalle kapasin,"
219475,221801,0.5406205,"Maasta taivosehen,",10 Taivozesta moah on asti.
822328,324595,0.52393687,"Toisin toisessa talossa,","tyttäret tina siloissa,"
1195634,959403,0.60388106,Minä kakun kalamiehell,"Kalamiehet mulle kaloja,"
959324,959446,0.8432211,Kotka minull siippes anno,kotka lintu minul siipes annoi
72416,160381,0.65582585,"Kunne vienen vierahańi,","40 Vierehen vanhan Vipusen,"
662919,1374417,0.7533177,"Mie kakun kalamiehelle,","Minä kakkaran kalamiehille,"
1299047,662789,0.8987172,"Minä menin lepikkoon,","10 Minä lennin lepikkoon,"
1059563,662735,0.85125655,Venäläisen veri koira,Venäläinen verikoira
1374843,1374544,0.5335784,Tie minun kyläh vei,Karja minun mettään vei. 
122859,602624,0.48043564,"Miehän se on noian nuorin poika,",Pahan suovan mielen paitsi.
1089357,519418,0.5257497,"55 Pai'an tuopi kaulattuna,",5 Katti tuli ja kaappas kaikki.
982652,1047067,0.8918918,Väsyv_väsyv_västäräkki!,"Väsy, väsy västäräkki."
1366768,1124472,0.29277003,"Possa#1 mulle puolen kylkiään,","5 Tunkiolle tupaas,"
417627,828659,0.16770509,5 Näkemänsä näppeää.,"Sekä nahka naputti,"
788388,828317,0.17391305,Pahjansa [!] valitsemahan,"Ran̄alta rein ratina,"
959113,210597,0.8618914,"Minä kakkaran kalamiehelle,",minä kakun kalamiehel
662159,731878,0.37499994,"""On minulle oroi itschellä,","15 Sauva minut tielle suatto,"
1118630,1087795,0.9999999,"Väsy väsy, västäräkki,","Väsy, väsy, västäräkki,"
663094,993088,0.85280293,"Minä kalat riihimiehelle,","Minä kalat rīhmiehillen,"
1292626,1374530,0.36851388,Joilla mie lensin lepsuttelin,Lapsen orja olla jouten!
968758,560479,0.17782168,"Tulkaa virrein tuppaa,","ja kissa veri hirssi,"
821852,1288136,0.0717496,"väsy, väsy, västäräkki,","Prokki tielle propati,"
1124379,959266,0.66724616,"5 minä kalat riihimiehel,","30 Minä sen riihimiehille,"
1040717,592765,0.3023716,Panin patsaan nenään.,Aitta sen kiven päällä on.
1058439,1374880,0.6821864,"Muori leipos mulle kakun,","Ämmä mulle kakon leipo,"
1108383,819388,0.77977306,"Lehto#3 minulle sauvan anto,",Lepikko mulle sauvan antoi.
556388,1124215,0.3023716,"Minä kakun kalamiehille,","Siintä#9 asuvan suutehilla,"
788708,715616,0.57403785,10 Laps kupsaht kuusee;,Kullat suusta kumbahuubi
1302684,424886,0.21320073,"Vaivu valkea kanaine,",Poika on potra kengiltäse.#5
491070,602679,0.25048974,"Kuiva kuusi, karsi latva,","Saijaa tuo sie salkussasi,"
1298645,822139,0.089642145,"Seitshemekse seibähäkse,",5 mie siit pääsin päistärille;
1285980,828451,0.42879474,"Ken kattein kahtokoon,","niin se on kun niityn vahti,"
1125457,716410,0.523785,"Vastan lehen#2 paksuukainen,","30 Toinen taivasta piirsi,"
1288255,1348250,0.9687304,"Väsy, västäräkki,","Väsy, väsy, västäräkki,"
968729,1124361,0.3265986,"Yheksäksi yliseksi,",10 yli mere mennäkseni
958888,959616,0.7519207,kotkalintu mul siipens lainoi,Kotkalint mul siippes annoi
816454,1348206,0.67893463,"Nuku, nuku, nurmen lintu,","Nuku, kun minä nukutan,"
1124450,714966,0.06855911,"Väsy väsy, västäräkki,",Venäläinen verikoira
1059300,97449,0.21821791,"Veräjiä 5:ttä, 6:tta,","yhdeksän meren [[päällä: pitäjän]] ylitte,"
1125245,120781,0.42133248,"Vanhat miehet vaski vöissä,",Vaivaset mulle siivet antoi
958986,822246,0.50262463,"15 Minä leivän sialle,",lehmä leiposi leippi
1241414,1385268,0.2508726,"kuiva kuusi kasvakohon,",40 Kipuvuoren kukkulalle.
509789,959725,0.40006617,"ja kissan kääryt kaulas.""",Joka kaane kallettama.
1124433,481348,0.49130374,"""En mie taho tarttisäärtä,",Tyttären taputtamasta.
1089380,1318920,0.097590014,ränteä räpättäkkööt!,"Porsas mullen kylkensä antoo,"
959291,497186,0.7586207,Kalamies kalloi miulle;,5 kalamies mul kaloi annoi
1125063,1125343,0.52923775,"Papillekkin paallisen,","Minä oravan papille,"
1089461,1116000,0.2608746,"Virren laulaja viaton,","20 Koira mullen oravan haukkui,"
1366391,1002842,0.9999999,"Väsy väsy västäräkki,","Väsy, väsy, västäräkki!"
1348258,816527,0.9999999,"Väsy, väsy, västäräkki!","Väsy, väsy, västäräkki,"
789135,1087776,0.09672388,"Väsy väsy, västäräkki,",Vaski leuvalta valuu
822036,1353741,0.2207554,"mie kalat riihenpuijil,","Koivun lehen korkeuinen,"
1118977,1287959,0.95860255,"Väsy (väsy) väistäräkki,","Väsy, (väsy, västäräkki),"
591359,1089533,0.4818121,Könni mullen kirvehen takoo.,"Kultasen tien tekisin,"
1366528,982854,0.7909117,5 kalliolle kartanosi. -,5 Kaskimaalle kartanosi!
619258,453773,0.5246314,"Mie kuakun kalamiehelle,",ja kuta kui mie#1 kujerran#2?
714015,714092,1.0000001,"Nuku, nuku, nurmilintu,","Nuku, nuku, nurmilintu,"
500849,698931,0.32102895,Koira mulle oravan haukkuu.,Varatkohon vaahterille.
662836,180610,0.8392544,"Venäläini, verikoira,",Venäläisen verikoira
698928,1089700,0.44721362,Minä kalat riihimiehelle;,"Minä jyvät kossalleni,"
662101,1124562,0.3086067,Suutari teki kengät mulle;,Jolla mä lensin lepsutteli
1059088,958716,0.21821791,Koira minul orava haukkus,"Akka mulle kakon leipo,"
593331,1125175,0.4818121,"Mie kakon kalamiehile,","Mie k[ylen] koiran suuh[un],"
157295,265479,0.35631338,15 Juomukka joeksi muuttu;,"Jopa on milma jotki suotu,"
1319154,1002927,0.07749843,"Väsy, väsy västäräkki,","Tykkäreenä tippukoot,"
662754,1089339,0.47469294,"Kalamies mulle kaloja antoo,",20 Riihmies mullen jyvijä anto.
939128,887149,0.19518,"Kai ne sada suattostu,",Lanka neulasen peräsä. -
500776,732162,0.31524417,polvin kylmäss' kivess'!,"Kiv' on kova korvan alla,"
1374376,1319165,0.18993428,"20 Joll' mie päästän päätteist,#4","10 Keppi vei mun tielle,"
139625,822427,0.26086956,"Laaji mulle kakkarainen,","Mielin mittoellakseni,"
593461,357880,0.2795531,"Mie aijalle pakoon,","Mie kylen on koiran suuhun,"
1389236,958628,0.23918243,5 minä mettäm pakko sit.,"lakehinen lappakohon,"
804640,1287990,0.17554945,"Soivat, soivat, soivat.","65 Ruotshin suurista sovista,"
160235,1058396,0.4619566,25 Panin kurjen karsinahan.,"Pane karjasi katehe,"
662169,958746,0.19802953,mine vaivane lehmenpaimen,"25 Minä kalat riihimiehille,"
1090021,1299007,0.50037026,"Sivuseinä on siltaluista,","Periseinä peuran luista,"
384859,133855,0.5588236,"Tahto tauitta#3 tapella,","Torkku toisesta talosta,"
592763,1351856,0.40824828,"Repo se itki rellitteli,","Itse lypsin lyykyttelin,"
476718,1309946,0.6333334,Jos sie lapsen lankettelet,"La mie laulan liiröttelen,"
828309,222824,0.2956562,25 M'ie̯ piä̯zin elämäh.,"Pilkistellöhön pihoilta,"
789586,789414,0.29199857,"Lauloi ennen Vanha Väinämöinen,",Laji virttä laulamaan!
944690,1288211,0.9121592,"Nuku, nuku, nurmen lintu,","Nuku, nuku, nurmilintu,"
1299068,384490,0.51847583,"40 Sen soisin sanojilleini,","5 Sian silmän suuruukainen,"
480150,662427,0.4082483,Aita kati kahen puolen.,"Kaikki uupuivat unehen,"
509761,1119051,0.09672388,"Väsy, väsy, västäräkki!","75 Armaat päältä vaattajam̄e,"
649398,593338,0.5070926,Tammiseen tanhuaan.,Oman vanhemman opista.
992654,1124551,0.5333965,"Minä kakun kalastajoille,","Ämmä minulle kakun anto,"
788033,1116053,0.62184876,"Joit' ei laulaa kaikki lapset,","Laula, laula, veitoseni,"
1124884,556352,0.31139955,"Kuin leivän levossa sais,",Minä sen vaivaselle.
662702,822507,0.5916081,"5 Minä pääsin päistärille,","Minä hyppäsin aij̄alle,"
617623,649568,0.46195662,"Laulam̄e mine kotona,",20 laulamisen laieltain
1089469,1090052,0.39019948,25 Minä kyljen koiralle;,"Minä hyppäsin aidan päälle,"
1309943,1125343,0.3742276,"Papillekkin paallisen,","Liekkusein, kiekkusein,"
1108465,1059014,0.4242641,"kankaalta ma hyppäsin kultaselle pyörtänölle,",25 Kissi mulle kaikki poikansa kantoo.
1124768,992460,0.35502344,15 Siältä takasin tullaksein.,"Kaheksaksi kannonpeäksi,"
1041116,593387,0.40852976,"Mie astuin aijan peälle,","Kun#5 ennen sodan aikana,"
661999,656050,0.0717496,"Väsy, väsy, västäräkki,","Sauva minut tielle vei,"
1118983,324607,0.18380365,Kysy kylkipuoleltasi,"Väsy, väsy, västäräkki!"
938984,938935,0.23190843,"Toinen puolaa kultapuolaa,","Kolmas polkii polkimia,"
731817,97723,0.26311743,"Ain on#13 luotan Luojan peällä,#14",toinen nuori Jougahainen
497193,602667,0.44020438,"Korppii kokkoomaan,","Veikkojain katsomaan,"
633814,1319019,0.40994582,"nuo mie seäästän syöjän suuhu,","mie jyvät posso suuhu,"
1108413,662721,0.45360923,Koira haukku' mullen#1 oravan.,"Minä oravan papille,"
992596,960167,0.18430243,"20 lehmä leevosi, hännä häälysi.",Kotka mulle siipees anto
992761,1124224,0.5220925,Minä sen vaivasille.,"Minä karkasin ailan päälle,"
1116035,828686,0.48989794,"5 Hieno helma, hetteestä,","Hyvä Herra Hengellinen,"
822286,714130,0.65465367,5 Kalliolle kartanosi!,"aita kaatui kalliolle,"
1299192,1124247,0.5406205,Jolla minä lennin,"Kylen minä koirallen,"
932728,662294,0.76200074,25 Kalamiehet mulle kaloja anto.,"20 Kalamies mulleŋ_kalan_antoi,"
1046555,1121281,0.8762495,"Väsy, västäräkkiseni!","Väsy, väsy västäräkki!"
602460,1087810,0.067115605,"Väsy väsy, västäräkki!","15 Syön mie noijat nuolinee,"
1017598,828451,0.823688,"Ken kattein kahtokoon,","5 Joka katein kahtoo,"
602621,230112,0.26726127,"Se on nuoren neion linna,",Katteen koan etteen!
1366796,1004101,0.08908708,Yheksäksi ynhyväksi,Kalliolle kartanosi!
